date,text,text_cleaned,topic,sentiment
2021-11-26 23:47:07+00:00,News: ‘Team Australia’ or watchdogs of the powerful? A struggling media can’t decide https://t.co/ufwGy1F9D2 #corruption #COVID-19 #grants #NationalSecurity,news watchdogs powerful struggling media decide,a,ne
2021-11-26 23:47:03+00:00,"Cases: 260,537,911 (+0) 
Deaths: 5,188,258 (+240) 
Recovered: 0 (+0) 
Active Cases: 260,537,911 (100%)
Completed Cases: 5,188,258 (1.99%)
Mortality Rate: 1.99% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",rate fatality rate,s,ne
2021-11-26 23:47:02+00:00,"China has provided more than 1.8 billion doses of #COVID19 vaccines, more than any other country, to the international community. China is meeting developing countries’ need for vaccines through donation and joint production. https://t.co/c3qc32ZhQL",china provided billion doses vaccines country international community china meeting developing vaccines donation joint production,v,p
2021-11-26 23:47:02+00:00,"Increased risk of infection with SARS-CoV-2 Beta, Gamma, and Delta variant compared to Alpha variant in vaccinated individuals https://t.co/gTK2PQyfx1
#Omicron #SARSCoV2 #Variant #4thWave #coronavirus",increased risk infection sarscov2 beta gamma delta variant compared alpha variant vaccinated individuals,r,ne
2021-11-26 23:47:00+00:00,"If 84% vaccination doesn’t work, 100% never does. 

#ongevaccineerden @MinPres #covidvariant #COVID19 #coronavirus",vaccination,v,n
2021-11-26 23:47:00+00:00,"Do you have useful information or services to share during the #COVID-19 crisis? 

Read our blog on ways to market them with sensitivity: https://t.co/8DhTkjZzZU

#crisismarketing #digitalmarketing #informationsharing",useful information services share crisis blog market sensitivity,a,ne
2021-11-26 23:46:55+00:00,"Dashboard is updated.

Looks like 341 cases with 6 deaths, 291 infectious #COVID19 patients in hospital and 115 infectious patients in the ICU.",dashboard deaths infectious patients hospital infectious patients icu,s,ne
2021-11-26 23:46:52+00:00,"#Covid19 #pandemic continues in #Russia. Nearly 35,000 new cases of #coronavirus have been confirmed. Sadly, 1235 people have died within 24 hours. 55 million or 38% are #FullyVaccinated. #BoosterShots received nearly 4 million in Russia.  Daily death rate still remain high.",continues nearly confirmed sadly people died hours million received nearly million russia daily death rate remain,s,n
2021-11-26 23:46:40+00:00,"Animal instincts.

#covid19
#nzpol https://t.co/pvbTR6i6sA",animal,o,n
2021-11-26 23:46:34+00:00,"World races to contain new #COVID19 #threat, the #omicron variant https://t.co/iyfOdlGmuX",world races contain variant,m,ne
2021-11-26 23:46:31+00:00,"Get well soon 
@Gabriella_offll  Akka😔
#gabi #COVID19",soon,o,p
2021-11-26 23:46:30+00:00,@narendramodi @PMOIndia @JM_Scindia @DrSJaishankar #BotswanaVariant #COVID19 India should immediately shutdown flight services from Africa. Because of rampant corruption second wave was very much caused by the negligence of airport authorities. Ban travel to and from #Africa,india immediately shutdown flight services africa rampant corruption wave caused negligence airport authorities ban travel,t,n
2021-11-26 23:46:28+00:00,"Another season, another #VariantsofConcern panic

#COVID19

https://t.co/e9rPUB1HqW",season,o,n
2021-11-26 23:46:27+00:00,"Global situation, 27 November 2021, 06:00 A.M.
- Total confirmed: 260,832 919
- Recovered 235,641,542
- Active cases: 19,985,775
- Deaths: 5,205,602

Wear mask, hand washing, keep physical distancing 

 #โควิด19 #COVID19 #ไทยรู้สู้โควิด

https://t.co/LqHMHrDUdJ https://t.co/29peAwYgvZ",global situation november total confirmed recovered active deaths mask hand washing physical distancing,s,ne
2021-11-26 23:46:25+00:00,Growth in 7D US Confirmed Covid Deaths by County For MO   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/r7xtjJXBLi,growth 7d confirmed covid deaths county mo covid insights analytics team usafacts,s,ne
2021-11-26 23:46:14+00:00,THE MECK REPORT      : US WILL ban travel from EIGHT African countries in bid to stop spread of new #COVID variant #Omicron | Daily @MailOnline #NewVariant #COVID19 @GovMikeHuckabee @jackngraham #CovidVaccine @nypost @rickystokesnews https://t.co/myHny3Qq6t,meck report  ban travel eight african countries bid stop spread variant  daily,t,ne
2021-11-26 23:46:12+00:00,"Ban everyone from travelling everywhere for at least a month, otherwise, #Omicron is coming to visit (if it isn't already here).
@CanadianPM  @fordnation @theJagmeetSingh
#OmicronVariant #Canada #COVID19 #CoronaVirus #CoronavirusOutbreak https://t.co/E21H2F0JJ9",ban travelling month otherwise coming visit isnt,t,n
2021-11-26 23:46:10+00:00,This happened this morning - it’s so sad but it’s so funny.  #melbourneprotests #vaccine #Omicron #COVID19 #Covid #Covidiot https://t.co/lI0lDkYHFL,happened morning  sad funny,v,ne
2021-11-26 23:46:04+00:00,"Dutch health authorities said that, based on initial test results, there were likely dozens of people infected with #COVID-19 among some 600 passengers that arrived at #Amsterdam's Schiphol airport on Friday on two flights from South Africa.

https://t.co/cXFgtrSINg",dutch health authorities based initial test results dozens people infected passengers arrived schiphol airport friday flights south,s,ne
2021-11-26 23:45:57+00:00,Ok - pronunciation help please. Is it oh-mike-ron or ohm-e-cron? #omicron #newvariant #covid #covid19,ok  pronunciation help please ohmikeron ohmecron,o,p
2021-11-26 23:45:50+00:00,via ⁦@nytimes⁩ - maybe get #vaccinated before deciding to panic. #Covid19 #GetVaccinated #Booster 👌🏼 https://t.co/gSfrYjVqO9,via  maybe deciding panic,v,ne
2021-11-26 23:45:47+00:00,News: The big chill: journalism’s new voices shut down across Asia-Pacific https://t.co/QUxsScBsAd #COVID-19 #Facebook,news chill voices shut asiapacific,a,ne
2021-11-26 23:45:41+00:00,@NateSilver538 @samba_diego @fitzy955 legendary prediction #Omicron #coronavirus #covidvariant #COVID19 #SARSCoV2 #Covid https://t.co/ooVmjLPkMl,legendary prediction,o,p
2021-11-26 23:45:31+00:00,"News: Sorry episode: Minister’s apology for test unrest, but saves swipe for Hunt https://t.co/AvIKbdvdLz #AnnastaciaPalaszczuk #Coalition #COVID-19 #PCRTests",news sorry episode apology test unrest saves swipe hunt,p,ne
2021-11-26 23:45:30+00:00,"sign up to get a 10 US Dollar newcomer bonus!I made more than 200 US Dollars by watching the video here, so you can try it. https://t.co/T5smWKbxhy

#4thWave
#vaccine",sign dollar newcomer bonusi dollars watching video try,a,p
2021-11-26 23:45:27+00:00,"@Snowden This is yet another Covid false flag in the guise of a new variant. Any 'studies' already have a predeined outcome, either current vaccine works therefore, get vaccinated or, #Pfizer, our 'saviour', will magically produce an updated but unnecessary nasal spray Covid cocktail.",covid false flag guise variant studies predeined outcome current vaccine vaccinated saviour magically produce updated unnecessary nasal spray covid cocktail,o,n
2021-11-26 23:45:23+00:00,"So...it's racist for Joementia to ban travel from African countries too, right?

#Africa #Africans #COVID19 https://t.co/ZNJE21dSEc",soits racist joementia ban travel african countries,o,ne
2021-11-26 23:45:20+00:00,"#Corona Info for #USA:
New Cases: 21199
Today Recovery: 17314
Today Deaths: 159
Total Active Cases: 9402327
Total Cases: 49028156
Total Recovery: 38826913
Total Deaths: 798916
#Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe 

Source: 'CoronaTrackerNepal_bot' #Telegram.",info recovery deaths active recovery deaths coronatrackernepalbot,s,ne
2021-11-26 23:45:18+00:00,Bonus BioGroup’s MesenCure Shows Promise Against COVID-19 Pneumonia- More like this https://t.co/7hAuMonHwn | #Covid19 #Vaccine #Antiboy #Therapeutics #celltherapy #Data #MesenCure #pneumonia #ARDS #Variants https://t.co/yVX2oF0Aek,bonus mesencure promise covid19 pneumonia ,r,p
2021-11-26 23:45:18+00:00,Bonus BioGroup’s MesenCure Shows Promise Against COVID-19 Pneumonia- More like this https://t.co/Ch0OzV8Nyh | #Covid19 #Vaccine #Antiboy #Therapeutics #celltherapy #Data #MesenCure #pneumonia #ARDS #Variants https://t.co/R9Ffle0ZEx,bonus mesencure promise covid19 pneumonia ,r,p
2021-11-26 23:45:16+00:00,#COVID is here to stay so #Stop selling your dam #Crypto,stay selling dam,o,n
2021-11-26 23:45:03+00:00,Novavax developing vaccine that targets new COVID-19 variant https://t.co/GAdUtXcl0N #COVID-19,novavax developing vaccine targets covid19 variant,r,ne
2021-11-26 23:45:01+00:00,TBH it can be scary to hear about the recently named #OmicronVariant of #COVID19. We still have much to learn but continue to use what we know works. #MaskUp and #Vaccinate. Most of all work toward #VaccineEquity to reduce variants.,tbh scary hear recently named learn continue reduce variants,r,p
2021-11-26 23:45:01+00:00,The Many Faces of a Staged Play https://t.co/x3E7XTqWBu #conspiracies #covid #emotionalhealth #healthfreedom #history,staged play,o,n
2021-11-26 23:44:55+00:00,"Germany and Austria seeing COVID cases rise among unvaccinated population - ABC News - https://t.co/jeZDuOn7Cf via @ABC 
#Germany #Austria #Covid19 #CasesRise #Unvaccinated",germany austria seeing covid rise unvaccinated population  abc news  via,s,ne
2021-11-26 23:44:49+00:00,"#COVID19 Update:

#yaxis is the amount of cases.

VIC recorded 1,252 cases yesterday.

NSW recorded 235 cases.

📈📉NOTE: This is a graph that only counts the total cases (local + HQ). https://t.co/j2SwPbv53W",amount recorded recorded graph counts total local  hq,s,ne
2021-11-26 23:44:47+00:00,#footballers who have fallen prey to #vaccine https://t.co/5qp6CrLv0U https://t.co/h8HoR9dDvU,fallen prey,s,ne
2021-11-26 23:44:44+00:00,"@BallouxFrancois Good for you and well-predicted nearly 2 years ago.

But what we need to do now is to END #covid19 insanity and get things back to normal.

However, scientists aren't helping, it's as if many of them want the pandemic to go on forever!",wellpredicted nearly insanity scientists arent helping pandemic forever,o,ne
2021-11-26 23:44:44+00:00,New Merck study results raise questions about its #COVID19 pill https://t.co/AD2L7EP228 $MRK $PFE,merck study results raise questions pill mrk pfe,a,ne
2021-11-26 23:44:41+00:00,"Delta Air Lines said on Friday it does not plan any changes to its South Africa-US routes after the White House said it plans to impose new travel curbs on southern #Africa starting Monday amid concerns about a new #COVID-19 variant.

https://t.co/QJ4xRjq7mt",delta air lines friday plan changes south africaus routes white house plans impose travel curbs southern starting monday amid concerns,t,ne
2021-11-26 23:44:40+00:00,"The 9yo got vaccinated against #Covid! Liv was showing off her stickers, but her pose also shows how tough she is! The staff at the West End YEG clinic were amazing! Thanks @ab_vax for helping us navigate all the info!
@AHS_media @Kage_99 https://t.co/fm0sAMNGom",9yo vaccinated liv stickers pose tough staff west yeg clinic amazing thanks helping navigate,v,p
2021-11-26 23:44:35+00:00,"#Travelban to #SouthKorea all over the world!

#RepublicofKorea
#COVID19 #Abnormalincreaseininfectedpeople
#Abnormalincreaseindeaths #Outdoormassinfection",,t,ne
2021-11-26 23:44:34+00:00,Get your booster shot today if you’re able to. Your life depends on being fully vaccinated as we face a new Covid variant #Omicron #Covid https://t.co/JQymQrxRf8,booster shot able life depends vaccinated covid variant,v,ne
2021-11-26 23:44:26+00:00,@hughosmond You get a blue tick for trying to spread #covid misinformation ?,blue tick trying spread misinformation ,o,n
2021-11-26 23:44:26+00:00,"Hey, #ReThuglicans! (aka deaf ears). See what the stock market did today with reports of a new #COVID19 variant? Remember #POTUS saying ""the way to fix the economy is to fight covid?"" Remember #FormerGuy #lying to all of us about the #pandemic?

#RepublicansAreAlwaysTheProblem",hey aka deaf ears stock market reports variant remember saying fix economy fight covid remember,p,n
2021-11-26 23:44:24+00:00,Growth in 7D US Confirmed Covid Deaths by County For MS   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/DqjpNFuvPU,growth 7d confirmed covid deaths county ms covid insights analytics team usafacts,s,ne
2021-11-26 23:44:20+00:00,@ProfPCDoherty does this now include Australia quickly following the European Union and UK in banning all direct flights from South Africa &amp; other neighbouring countries in response to new variant of #COVID19 called #B11529?,include australia quickly following european union uk banning direct flights south africa amp neighbouring countries response variant called,t,n
2021-11-26 23:44:17+00:00,"Hypocrisy. Double-standard. 😡
When is xenophobia NOT xenophobia? 

“A wall will not stop the coronavirus. Banning all travel from Europe — or any other part of the world — will not stop it."" - Joe Biden (March 2020)

Is Biden prepared to APOLOGIZE? 

#COVID19 #Omicron #travelban",hypocrisy doublestandard xenophobia xenophobia wall stop coronavirus banning travel europe world stop  joe biden march biden prepared apologize,o,n
2021-11-26 23:44:16+00:00,"@GOPLeader #JoeBiden told America he had a plan to end the #Covid pandemic. He's done nothing but make it work. He tells us to get vaccinated, and the vaccine is wearing off, or not working at all.",told america plan pandemic hes tells vaccinated vaccine wearing,p,n
2021-11-26 23:44:15+00:00,When ⁦@ScottMorrisonMP⁩ acts too late who will he blame for next round of lockdowns? #worstpmever #auspol #covid  https://t.co/KeO5xE9yRc,acts late blame round lockdowns,p,n
2021-11-26 23:44:07+00:00,In life these 6 words will never lead you astray. Keep Calm and Wash Your Hands! https://t.co/zHX6caFWL2 #KeepCalmandWashYourHands #gifts #covid19 #facecoverings #facemasks,life words lead astray calm wash hands,m,ne
2021-11-26 23:44:02+00:00,"Covid Screening Questions (white text). Available on over 80 products! #stickers #tshirts #pillows #mugs #masks https://t.co/N6IZ0yiF2k
#Covid-19 #giftideas",covid screening questions white text available products,a,ne
2021-11-26 23:43:59+00:00,@Luminous_Motha Unfortunately all of our content on @YouTube has been put on hold and there hardly isn't any new content due to #COVID19 but if you still want it then please send me a DM and we will be happy to share it and thanks for the support...👍,unfortunately content hold hardly isnt content due please send dm happy share thanks,a,n
2021-11-26 23:43:58+00:00,#LongCOVID is due to #SARSCoV2 reactivating latent #herpesviruses. Prove me wrong. Sufferers of chronic fatigue/ME CFS &amp; Fibromyalgia have been saying for decades their symptoms are related to #Herpes. Big Pharma refuses to eradicte it..in humans. $$. Chickens herpes vax in 1960.,due reactivating latent prove wrong sufferers chronic fatigueme cfs amp fibromyalgia saying decades symptoms related pharma refuses eradicte itin humans  chickens herpes vax,o,n
2021-11-26 23:43:56+00:00,"Underwater diving Yay or Nay? 🌊

Here are some highlights of travellers who had a great experience doing underwater dives. 🐟

Want to take more inspiration? Visit https://t.co/myT1AAMBsh and find your traveller!! 🧑‍🤝‍🧑✈

#fun #water #dive #adventure #Underwater #COVID19 #outdoors https://t.co/rrTlwZpN9P",underwater diving yay nay highlights travellers experience doing underwater dives inspiration visit traveller,a,p
2021-11-26 23:43:43+00:00,#COVID19 is not a moral failing. https://t.co/EOZ6qps4EV,moral failing,o,ne
2021-11-26 23:43:42+00:00,"Every time I plan a trip, a new #Covid variant pops up! Ugh!",time plan trip variant pops ugh,o,n
2021-11-26 23:43:39+00:00,"Don’t panic captain Mainwaring 

#covidvariant #COVID19 #COVID19 #Covid21222345🙄 https://t.co/VDb5aPHeEJ",panic captain mainwaring,o,n
2021-11-26 23:43:34+00:00,#Dutch authorities: many passengers on #SouthAfrica flights likely have #COVID19  https://t.co/SMabp675P0,authorities passengers flights,t,ne
2021-11-26 23:43:32+00:00,"@Davidlaz Dr. Maria Van Kerkhove gives an update on #COVID19 virus variant B.1.1.529, during the #AskWHO session. Press  ▶️  for more info👇 #CDC #WHO https://t.co/pw3lBPKzve",dr maria van kerkhove update virus variant b11529 session press,r,ne
2021-11-26 23:43:27+00:00,"JUST IN - Portugal, one of the most vaccinated countries in the world, declares state of emergency and imposes new restrictions to curb the sudden surge of #COVID19 cases.  Nice place to die I guess.  #GlobalWarming https://t.co/6igAUwl9s8", portugal vaccinated countries world declares emergency imposes restrictions curb sudden surge nice die guess,m,n
2021-11-26 23:43:26+00:00,"Proof that increased #unemployment benefits actually does help the economy and help people, change their lives means nothing to ⁦@LiberalAus⁩ .   We’ve turned our backs on the lessons of the pandemic #covid #covid19 #economy  https://t.co/Jzto2u3TLE",proof increased benefits actually help economy help people change lives means  lessons pandemic,o,n
2021-11-26 23:43:26+00:00,Good up to date information on the new Omicron variant by your local epidemiologist @dr_kkjetelina ! #covid19 #OmicronVariant https://t.co/qaD8hZjSR5,date information omicron variant local epidemiologist ,a,p
2021-11-26 23:43:24+00:00,New variant be like #omicron #omicronpersei8 #futurama #covid #covid19 https://t.co/3SrOq4gkLD,variant,o,p
2021-11-26 23:43:23+00:00,Ah. That moment when news clickbait articles spread faster than a new variant #covid19 https://t.co/RmZdqZ4uGo,ah moment news clickbait articles spread faster variant,o,n
2021-11-26 23:43:23+00:00,"This new variant is the one to finish the rest of us off. It’s been fun, guys. 

#covidvariant #COVID19 #Covid #FridayFeeling",variant finish rest fun guys,o,n
2021-11-26 23:43:21+00:00,"Andy is a compulsive gambler.  His game of choice was poker, but he would gamble on anything he could.  And all he would do is lose money.  He barely if ever won.  Andy's legitimate https://t.co/gwLPCwWYhD #soberaf #recoveryposse #covid #odaat",andy compulsive game choice poker gamble lose barely andys legitimate,o,ne
2021-11-26 23:43:12+00:00,"Hundreds of thousands of people are going to die from #Covid19 in coming months in US because our government refuses to take needed action. Millions more will get #LongCovid.

Vaccines are essential but alone they are not enough. 

Horrified by the inaction of our govt. #VaxPlus",hundreds thousands people die coming months government refuses action millions essential inaction govt,p,n
2021-11-26 23:43:03+00:00,Africa’s Covid-19 cases close to 8.62 mn: Africa CDC https://t.co/auEET5HkC9 #TeluguAfrica #Africas #Covid Read Full  👇,covid19 close mn africa cdc read,s,ne
2021-11-26 23:43:02+00:00,"#US WILL ban travel from 8 African countries to stop spread of #OmicronVariant #Omicron #covidvariant #COVID19  
https://t.co/iUwv3kl3MM https://t.co/RqNl8Dd29s",ban travel african countries stop spread,t,ne
2021-11-26 23:43:02+00:00,"Uprisings world-wide. Over 200,000 protest in Austria. #liberty #freedom #truth #health #mybodymychoice #covid #covid19 #mRNA #myocarditis #pericarditis",uprisings worldwide protest austria,s,ne
2021-11-26 23:43:02+00:00,This pandemic will never end! #COVID19 #covidvariant https://t.co/xcoUC0sXJr,pandemic,o,n
2021-11-26 23:43:01+00:00,"@MoarToast Trip went well for Morrison 

What Marshall says 
#VoteLabor if people want change 
#Speers
#Insiders 
#coronavirus 
#COVID19 
@abc730 
👇👇👇
Via
@ohindiegirl https://t.co/iBIrRJKmTT",trip morrison marshall people change,a,ne
2021-11-26 23:42:58+00:00,#omicrom is is a little dramatic I hope the next variant is call Apocalpox #news #COVID19,little dramatic hope variant call apocalpox,o,n
2021-11-26 23:42:47+00:00,"Great that the triple jab is available to younger people, but a 32 mile round trip to the nearest place you can have it and no choice of dates, not so great.
#triplejab
#COVID19",triple jab available people mile round trip nearest choice dates,v,n
2021-11-26 23:42:47+00:00,"South Africa, new Covid variant was reported right after…..new frequency was tested, oh it’s coincidence! #COVID19 #Omicron https://t.co/7NGQUsy09G",south africa covid variant reported frequency tested oh coincidence,o,n
2021-11-26 23:42:42+00:00,"@HarvardHealth @US_FDA @pfizer @CDCgov the ponzyvirus was selective for 18 months of the ""nasal"" casedemic; now all of a sudden decided to attack the originally low-immunity children as well.
The original ""Script"" should be water-tight always,  otherwise u make urselves a Z-laughing-stock of everyone. #covid way-rant!",ponzyvirus selective months nasal casedemic sudden decided attack originally lowimmunity children original script watertight otherwise urselves zlaughingstock wayrant,r,ne
2021-11-26 23:42:40+00:00,Holy crap !! My whole family met at my grandmothers house to celebrate Thanksgiving yesterday. Today my cousins son and his girlfriend both tested positive for Covid!! They was in the house with all my kids and my grandma!! #COVID19,holy crap  family met grandmothers house celebrate thanksgiving yesterday cousins son girlfriend tested positive covid house kids grandma,o,n
2021-11-26 23:42:35+00:00,"New Omicron coronavirus variant is ‘of concern’, says WHO | Financial Times

A thanksgiving edition of #SARSCOV2 https://t.co/JjC7C3tPdZ",omicron coronavirus variant  financial thanksgiving edition,r,ne
2021-11-26 23:42:27+00:00,"A ""coincidence"" now suddenly there's a new #Covid variant that shows up out of nowhere at the SAME TIME kids are getting #vaccinated and cases spike past 900 a day? Hmmm...
#tyranny #Scamdemic #Fascism #PoliceState #NoVaccinePassports #resist #NewWorldOrder #sheeple #GreatReset",coincidence suddenly theres variant time kids getting spike past day,v,ne
2021-11-26 23:42:26+00:00,"It is time too except that #COVID19 will not be gone soon. That being the case, it's time to radically redesign the basics to fit the new situation, letting us live comfortably while helping stop this thing. Lets get some suggestions up! #COVIDsolutions",time except gone soon time radically redesign basics fit situation letting live comfortably helping stop suggestions,o,ne
2021-11-26 23:42:25+00:00,"“… the immune system — to resist antibodies, and avoid detection by some of the body's frontline defenders.”

#vaccines
#vaccine
https://t.co/gP2OJHDMGA https://t.co/QEktQ0G4p9",immune system resist antibodies avoid detection bodys frontline,o,ne
2021-11-26 23:42:21+00:00,News:  https://t.co/S89CJ8xabF #Aboriginal #COVID-19 #jobs #Perth,news,a,ne
2021-11-26 23:42:17+00:00,Man who went to #COVID party to build immunity dies from the virus https://t.co/IOxEVIN4Zv,party build immunity dies virus,v,ne
2021-11-26 23:42:17+00:00,Liquidity is going to move into large market coins like #BTC #ETH to catch the inflation  Run up #covidvariant #COVID19 #cryptocurrency,liquidity move market coins catch inflation run,a,ne
2021-11-26 23:42:16+00:00,Growth in 7D US Confirmed Covid Deaths by County For MS   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/E6xXFV6H9e,growth 7d confirmed covid deaths county ms covid insights analytics team usafacts,s,ne
2021-11-26 23:42:14+00:00,When the people rise up you can’t stop the truth #vaccinetruth #COVID19 https://t.co/kjAxDAF3pS,people rise stop truth,o,p
2021-11-26 23:42:09+00:00,@OhloneTactical @TheFive @Johnny_Joey True. In 2018 Donald Trump disbanded the pandemic task force that Barack Obama assembled. I haven’t heard anything about reinstating it. Maybe President Biden wants to shoot from the hip. I don’t think healthy people need to take #covid19 v seriously. I think I caught it in 2020.,true donald trump disbanded pandemic task force barack obama assembled heard reinstating maybe president biden shoot hip healthy people seriously caught,p,n
2021-11-26 23:42:06+00:00,Here comes another pamphlet. #COVID19 #Omicron #auspol #scottytheliar https://t.co/LRZmctHk2P,comes pamphlet,o,ne
2021-11-26 23:41:56+00:00,"WARNING ⚠️

DIDI WILL NOT BUY ANY $DIDI SHARE AT IPO PRICE.

DIDI WILL JUST TRANSFER SHARES TO HONG KONG MARKET.

             DO NOT GO LONG

_
#SPX500 #FTSE  #Crypto  #COVid   #Bitcoin #Evergrande  #China #Ethereum #AMC #debt #GOLD #Silver #inflation #housing",warning buy didi share ipo transfer shares hong kong,a,n
2021-11-26 23:41:52+00:00,"#BTC Potentially Retracing Here To The 0.50 On The Daily, Which Currently Sits At $52,215. Could That Be The Wave 5 Down For Support? 🤷‍♂️ Not FA, But BUY The Bloody FEAR 😈 @tomskiweb #cryptocurrency #cryptonews #cryptoban #covid #variant #stock #retracement #bullish $BTC https://t.co/1aodF4aiTf",potentially retracing daily currently sits wave support fa buy bloody fear btc,a,ne
2021-11-26 23:41:49+00:00,"Covid: US joins EU in restricting flights from S Africa over new coronavirus variant
https://t.co/Ne6JKFsTiW #US #EU #RestrictingFlights #SouthAfrica #Coronavirus #Covid19",covid joins eu restricting flights africa coronavirus,t,ne
2021-11-26 23:41:49+00:00,Here comes...... #coronavirus #Omicron #WHO #COVID19 #vaccine https://t.co/ov9LZO8iqe,comes,r,ne
2021-11-26 23:41:46+00:00,Fast forward to November 2021 and I gave masks and gloves to my mother tonight from my supply as she had run out. Little did I know back then or maybe my friend more than I thought #COVID19,fast forward november masks gloves mother tonight supply run little maybe friend,o,p
2021-11-26 23:41:45+00:00,"Anybody else think the #Chinese #Covid19 data is a tad unbelievable, check out #ReutersCovidTracker . 
China really…. In East London we say this looks a little bit like #Porkies!!!! https://t.co/BY78RCFlvq",else data tad unbelievable check  east london looks little bit,o,n
2021-11-26 23:41:43+00:00,Preliminary report by #Botswana #COVID19 taskforce states that all 4 new variant cases were among FULLY VAXXED PEOPLE. The #VaccinePassports have to be scrapped as there is no protection. Please share? #NewVariant #coronavirus #NoLockdown #VaccineMandate #vaccination https://t.co/ayxMiLn137,preliminary report taskforce variant vaxxed people scrapped protection please share,s,n
2021-11-26 23:41:39+00:00,"News: Sorry episode: Minister’s apology for test unrest, but saves swipe for Hunt https://t.co/AvIKbdvdLz #AnnastaciaPalaszczuk #Coalition #COVID-19 #PCRTests",news sorry episode apology test unrest saves swipe hunt,p,ne
2021-11-26 23:41:35+00:00,"South Africa is 10,000 km away from my joint so I’m not too worried. #Omicron #OmicronVariant #COVID19 #Covid19Aus",south africa km joint worried,o,p
2021-11-26 23:41:30+00:00,"New COVID variant Omicron triggers global alarm, market sell-off @SightMagazine #COVID19 #coronavirus #Omicron #COVID19variants #WHO #travelrestrictions

https://t.co/VLQQ7nlUpG",covid variant omicron triggers global alarm market selloff,a,n
2021-11-26 23:41:16+00:00,"A new variation of #COVID that supposedly evades #vaccines has resulted in #Biden  shutting down travel from Africa and directing #Fauci  to explore new restrictions and mandates on Americans.

But he still won't ask #China how this started. 
#covidvariant",variation supposedly evades resulted shutting travel africa directing explore restrictions mandates wont started,m,ne
2021-11-26 23:41:07+00:00,What do you mean a new variant emerged in an poor nation state where a large %age of the population couldn't afford to properly socially isolate due to economic circumstances that also has low vaccination rates? Who could have foreseen this outcome? /S #COVID19,mean variant emerged poor nation age population couldnt afford properly socially isolate due economic circumstances low vaccination rates foreseen outcome,o,n
2021-11-26 23:41:03+00:00,"When it appears in Canada, it will instantly become politicized as something that Justin Trudeau ""allowed"" into the country. Yes, it will arrive here. It's already in the EU, which means it's likely here too. #covidvariant #COVID19 #coronavirus #cdnpoli #cdnmedia https://t.co/TtHQI9f4nw",appears canada instantly politicized justin trudeau allowed country yes arrive eu means,p,n
2021-11-26 23:41:02+00:00,The government demanded compliance. Here's the answer this firefighter allegedly gave it. #California #Coronavirus #firefighters #LosAngeles #USnews #vaccine https://t.co/dnjT8E4R33,government demanded compliance heres answer firefighter allegedly,p,ne
2021-11-26 23:40:55+00:00,@David_S_Gibson @RaiLabCTRIC doing an absolutely amazing job leading #COVID19 testing and “doing things differently” @PersonalMedNI @C_TRIC https://t.co/iiSwxFQnrF,doing absolutely amazing job leading testing,o,p
2021-11-26 23:40:55+00:00,Meh.....the flu has a lot of variants as well.  That's what viruses do.  Does the flu even exist anymore......haven't heard of it for about 2 years now.  #covid scam.  #covidscam,mehthe flu lot variants thats viruses flu exist anymorehavent heard scam,o,ne
2021-11-26 23:40:53+00:00,"@BNODesk Has initiated an #omicron tracker for those of you interested.
#coronavirus  #Covid 
https://t.co/HwlsKHHe8g",initiated tracker,a,ne
2021-11-26 23:40:48+00:00,"Comserve doctors play an important role in our Healthcare System, how have they not received placements
@HealthZA @CyrilRamaphosa @News24 @eNCA @SABCNews @judasaofficial @Our_DA @ANCParliament @EFFSouthAfrica @Action4SA @VFPlus 
#DoctorsinLimbo #SouthAfrica #covidvariant #COVID19 https://t.co/KC9bcnqcS7",comserve doctors play role healthcare system received,o,n
2021-11-26 23:40:46+00:00,"@nickabbotlbc Just love the French. Called in my local pharmacy today &amp; said I'd not yet received my autumn notice re my flu jab. ""Do you now, sir."" was the reply. Had the jab &amp; booked a date for my #COVID booster for next month. Just love French 'bureaucracy' because IT WORKS!",love french called local pharmacy amp id received autumn notice re flu jab sir reply jab amp booked date booster month love french bureaucracy,v,p
2021-11-26 23:40:43+00:00,New variant #covid named #Omicron Europe lockdown #WTI #Brent #oil #OOTT https://t.co/uwxXuGsUsK,variant named europe lockdown,m,ne
2021-11-26 23:40:31+00:00,WTF. How many others? #corruption #Slovenia #vaccines #covid #fake https://t.co/gu5ndOm3eY,wtf,o,n
2021-11-26 23:40:29+00:00,"Americans need not &amp; must not bear the disgrace brought by #DirtyJoe &amp; #MonsterFauci. @GOP MUST ask for investigation. 
@RandPaul @SteveHiltonx @GordonGChang @BANNONNITES @SenJohnKennedy @ipacglobal @HawleyMO @UyghurCongress @SenatorHousakos #COVID19 #USA 
https://t.co/5ws7w6LUwB",americans amp bear disgrace brought amp investigation,p,n
2021-11-26 23:40:24+00:00,"Boosted 💪
#Pfizer #GetVaccinated",boosted,v,p
